title,description,Genre,Actors,Poster,imdb_score,tags
Our Planet,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,Documentary,David Attenborough,https://m.media-amazon.com/images/M/MV5BMDE5YTU3MGUtMjAwMC00Yzc1LThiZDUtNjViMDVkOWM0ZWU1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,9.3,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.SHOWDocumentaryGBDavid Attenborough
The Family,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.","Comedy, Crime, Thriller","John D'Leo, Michelle Pfeiffer, Robert De Niro, Dianna Agron",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX300.jpg,6.4,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.SHOWComedy, Crime, ThrillerUSJohn D'Leo, Michelle Pfeiffer, Robert De Niro, Dianna Agron"
The Spy,Based on the life of Israeli spy Eli Cohen.,"Action, Adventure, Comedy, Crime","Mike Myers, Robert Wagner, Heather Graham, Michael York",https://m.media-amazon.com/images/M/MV5BMmFkZGQxN2YtODNlYS00MzM5LTk3NjQtNTUxYmQ1YzkwMDhmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.9,"Based on the life of Israeli spy Eli Cohen.SHOWAction, Adventure, Comedy, CrimeFRMike Myers, Robert Wagner, Heather Graham, Michael York"
Daybreak,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.","Action, Adventure, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Sophie Simnett, Austin Crute, Colin Ford, Alyvia Alyn Lind",https://m.media-amazon.com/images/M/MV5BYjhhMDkwOTYtYmJkZS00YzJkLWJjZmMtMTFjZDU4OTNhY2Y3XkEyXkFqcGdeQXVyNTIyMjcyMjA@._V1_SX300.jpg,6.7,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.SHOWAction, Adventure, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, ThrillerUSSophie Simnett, Austin Crute, Colin Ford, Alyvia Alyn Lind"
Ratched,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.","Crime, Drama, Mystery, Thriller","Finn Wittrock, Sarah Paulson, Judy Davis, Cynthia Nixon",https://m.media-amazon.com/images/M/MV5BMDJiZGE5NzYtZGU3Zi00NDQwLWFhMjAtNTM0MDM2ZTljMjAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,7.2,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.SHOWCrime, Drama, Mystery, ThrillerUSFinn Wittrock, Sarah Paulson, Judy Davis, Cynthia Nixon"
DC Super Hero Girls,"The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.","Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Kari Wahlgren, Myrna Velasco, Kimberly Brooks, Tara Strong",https://m.media-amazon.com/images/M/MV5BMzUwMmMxYjMtMDE2ZS00MzIyLTg3YzgtM2FkNzU1MjMwMDlmXkEyXkFqcGdeQXVyMDc2NzIyOA@@._V1_SX300.jpg,7.2,"The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.SHOWAnimation, Action, Adventure, Comedy, Family, Fantasy, Sci-FiUSKari Wahlgren, Myrna Velasco, Kimberly Brooks, Tara Strong"
Unsolved Mysteries,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.","Documentary, Crime, Mystery","Teruo Konno, Jane Green, Myrtle Carter, Pistol Black",https://m.media-amazon.com/images/M/MV5BM2E2NWM3ZGItZGJkZi00MjAwLWJiNDItYTdhMzE1YTBmNjI4XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,7.3,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.SHOWDocumentary, Crime, MysteryUSTeruo Konno, Jane Green, Myrtle Carter, Pistol Black"
WHAT / IF,"In this neo-noir thriller series, a pair of cash-strapped newlyweds accept a lucrative but morally dubious offer from a mysterious female benefactor.","Drama, Thriller","Keith Powers, Samantha Marie Ware, Jane Levy, Blake Jenner",https://m.media-amazon.com/images/M/MV5BYTE0ZWVmM2MtNjFhYS00MWE0LTk3NWItMWY0MWJkNzZhYTIwXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,6.3,"In this neo-noir thriller series, a pair of cash-strapped newlyweds accept a lucrative but morally dubious offer from a mysterious female benefactor.SHOWDrama, ThrillerUSKeith Powers, Samantha Marie Ware, Jane Levy, Blake Jenner"
Trinkets,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,"Comedy, Crime, Drama","Odiseas Georgiadis, Brianna Hildebrand, Kiana Madeira, Quintessa Swindell",https://m.media-amazon.com/images/M/MV5BYWNlMTRiNTQtZjVmZi00MzI1LTk2YWItZjAxYzg2NTA4YmU4XkEyXkFqcGdeQXVyNjc4ODM0Nzk@._V1_SX300.jpg,7.0,"An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.SHOWComedy, Crime, DramaUSOdiseas Georgiadis, Brianna Hildebrand, Kiana Madeira, Quintessa Swindell"
BEASTARS,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.","Animation, Crime, Drama, Fantasy, Mystery, Romance, Thriller","Sayaka Senbongi, Yuki Ono, Chikahiro Kobayashi, Fukushi Ochiai",https://m.media-amazon.com/images/M/MV5BMGZmMjIxYjYtYWE5YS00OWYyLWE5YzUtOTI3YTkxNmQyZDkzXkEyXkFqcGdeQXVyNTY0NDkzNDc@._V1_SX300.jpg,7.7,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.SHOWAnimation, Crime, Drama, Fantasy, Mystery, Romance, ThrillerJPSayaka Senbongi, Yuki Ono, Chikahiro Kobayashi, Fukushi Ochiai"
Dorohedoro,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""","Animation, Action, Comedy, Fantasy, Horror, Mystery","Ken'yû Horiuchi, Yoshimasa Hosoya, Reina Kondou, Wataru Takagi",https://m.media-amazon.com/images/M/MV5BNGEzYzIxYzQtN2EzZS00ZTM2LThkNTgtN2ZjZTA1ZGRkODg5XkEyXkFqcGdeQXVyMzI2Mjc1NjQ@._V1_SX300.jpg,8.1,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""SHOWAnimation, Action, Comedy, Fantasy, Horror, MysteryJPKen'yû Horiuchi, Yoshimasa Hosoya, Reina Kondou, Wataru Takagi"
Undercover,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,"Crime, Drama, Thriller","Manou Kersting, Anna Drijver, Frank Lammers, Tom Waes",https://m.media-amazon.com/images/M/MV5BODNkZWE1NTQtNTJlYi00MzczLThjZGEtZjQ5NzIzZDhmYzRlXkEyXkFqcGdeQXVyNTExMzIyNDM@._V1_SX300.jpg,7.8,"Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.SHOWCrime, Drama, ThrillerBEManou Kersting, Anna Drijver, Frank Lammers, Tom Waes"
Undercover,Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,"Drama, Thriller","Sophie Okonedo, Adrian Lester, Daniel Ezra, Shannon Hayes",https://images-na.ssl-images-amazon.com/images/M/MV5BYTk3OWY5NGEtNTFmOC00ZWRjLTgwZGQtNzI1YTlhNmYzM2UwXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_SX300.jpg,7.8,"Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.SHOWDrama, ThrillerBESophie Okonedo, Adrian Lester, Daniel Ezra, Shannon Hayes"
Cheer,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.","Documentary, Reality-TV","Monica Aldama, Lexi Brumback, Gabi Butler, Jerry Harris",https://m.media-amazon.com/images/M/MV5BYzhkMGQ3MmEtZmFmOS00NGJlLWE1YTItZDk1ZTUyZDAzNjA2XkEyXkFqcGdeQXVyMjMzODIwMzQ@._V1_SX300.jpg,8.1,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.SHOWDocumentary, Reality-TVUSMonica Aldama, Lexi Brumback, Gabi Butler, Jerry Harris"
Greatest Events of WWII in Colour,A series of colorized archive footage of important events during World War II.,"Documentary, History, War","Geoffrey Wawro, Derek Jacobi, James Holland",https://m.media-amazon.com/images/M/MV5BOTQzNWM1ZWEtMDkzNS00MmE1LWEyODgtMTJlZjdjYmRhMWE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.7,"A series of colorized archive footage of important events during World War II.SHOWDocumentary, History, WarGBGeoffrey Wawro, Derek Jacobi, James Holland"
Green Eggs and Ham,"Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.","Animation, Adventure, Comedy, Family","Michael Douglas, Ilana Glazer, Jillian Bell, Adam Devine",https://m.media-amazon.com/images/M/MV5BOWYzMDY1ZjYtZDBjMy00ZmEwLTliMTgtMTFhZTM5NDRhMDg4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.1,"Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.SHOWAnimation, Adventure, Comedy, FamilyUSMichael Douglas, Ilana Glazer, Jillian Bell, Adam Devine"
Stateless,"Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.",Drama,"Fayssal Bazzi, Jai Courtney, Yvonne Strahovski, Asher Keddie",https://m.media-amazon.com/images/M/MV5BYzhlYmRiMGMtMDFlOS00OTYwLTg3YmYtMTk4YzE4YmQ1MDc5XkEyXkFqcGdeQXVyNjIyODg4MzQ@._V1_SX300.jpg,7.5,"Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.SHOWDramaAUFayssal Bazzi, Jai Courtney, Yvonne Strahovski, Asher Keddie"
Caliphate,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.","Drama, Thriller","Aliette Opheim, Gizem Erdogan, Albin Grenholm, Amed Bozan",https://m.media-amazon.com/images/M/MV5BYWVhY2NmMTUtNDE5Zi00NGFjLTlkZjEtZjQ5ZTM1MWI0ZDkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.2,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.SHOWDrama, ThrillerSEAliette Opheim, Gizem Erdogan, Albin Grenholm, Amed Bozan"
Down to Earth with Zac Efron,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",Documentary,"Darin Olien, Zac Efron",https://m.media-amazon.com/images/M/MV5BNDU1ZTAxMjMtYmU0ZC00OWVmLTk4YjItYTlhM2I1YWFiOTYwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,8.0,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.SHOWDocumentaryUSDarin Olien, Zac Efron"
Jeffrey Epstein: Filthy Rich,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,"Documentary, Crime","Michael Reiter, Alan Dershowitz, Annie Farmer, Shawna Rivera",https://m.media-amazon.com/images/M/MV5BOTUzMjA3NzItY2IwNS00YTg3LWIxMDUtYWRiMTJlOTMxNWVmXkEyXkFqcGdeQXVyNTYxMTM4MDk@._V1_SX300.jpg,7.1,"Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.SHOWDocumentary, CrimeUSMichael Reiter, Alan Dershowitz, Annie Farmer, Shawna Rivera"
Summertime,"A modern love story set during the summer on Italy’s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.","Comedy, Drama, Music","Bryce Banks, Bene't Benton, Marquesha Babers, Austin Antoine",https://m.media-amazon.com/images/M/MV5BMWIyYjkyOGQtODhmYi00ZWUyLTkwNTItZWUxMWZjMDczYjhjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,6.0,"A modern love story set during the summer on Italy’s Adriatic Coast. An undeniable attraction brings together Ale and Summer, who come from very different worlds. For both, these holidays will be an unforgettable journey that will take them far from who they were before they met.SHOWComedy, Drama, MusicITBryce Banks, Bene't Benton, Marquesha Babers, Austin Antoine"
Almost Happy,"A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.",Comedy,"Lucas Wainraich, Santiago Korovsky, Natalie Pérez, Sebastián Wainraich",https://m.media-amazon.com/images/M/MV5BMjU3ODYyZGEtNGI1OS00Y2YzLThjNmUtODQ5Njg4ZjRmNDY0XkEyXkFqcGdeQXVyNDQxOTAyNA@@._V1_SX300.jpg,6.8,"A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.SHOWComedyARLucas Wainraich, Santiago Korovsky, Natalie Pérez, Sebastián Wainraich"
Dare Me,The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.,"Crime, Mystery, Thriller","Herizen F. Guardiola, Marlo Kelly, Willa Fitzgerald, Rob Heaps",https://m.media-amazon.com/images/M/MV5BYWQ3OWM0MjgtODRkMy00NTUwLWI0YTEtOGZhNTJhMzE0NGEwXkEyXkFqcGdeQXVyMjIwNTI1MTM@._V1_SX300.jpg,6.6,"The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.SHOWCrime, Mystery, ThrillerUSHerizen F. Guardiola, Marlo Kelly, Willa Fitzgerald, Rob Heaps"
Blown Away,A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.,Reality-TV,"Janusz Pozniak, Deborah Czeresko, Nick Uhas, Alexander Rosenberg",https://m.media-amazon.com/images/M/MV5BZjA0OWFlNTUtMDEyNi00MzE0LWFkOTQtNmY1NTU3OGVlMGU1XkEyXkFqcGdeQXVyMTA1MDMyNDU4._V1_SX300.jpg,7.1,"A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.SHOWReality-TVCAJanusz Pozniak, Deborah Czeresko, Nick Uhas, Alexander Rosenberg"
Selena: The Series,"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.","Biography, Drama, Music","Ricardo Chavira, Gabriel Chavarria, Christian Serratos, Noemi Gonzalez",https://m.media-amazon.com/images/M/MV5BNmM0ZWRlOGUtYzQzMy00OGYyLTk5Y2YtNWFlZWJjZmFjOTgzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,6.9,"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.SHOWBiography, Drama, MusicUSRicardo Chavira, Gabriel Chavarria, Christian Serratos, Noemi Gonzalez"
The Twelve,Twelve ordinary people are called for jury duty for a murder case as traumatizing as it is controversial in which a woman stands trial for killing her own blood.,"Drama, Thriller","Luc De Ruelle, Tom Vermeir, Peter Gorissen, Maaike Neuville",https://m.media-amazon.com/images/M/MV5BNzAzMWJmNDEtYzc0MS00NDVkLTg4ZmItMmMzNDkyNjlmZmE2XkEyXkFqcGdeQXVyMTMxODk0MTI@._V1_SX300.jpg,7.5,"Twelve ordinary people are called for jury duty for a murder case as traumatizing as it is controversial in which a woman stands trial for killing her own blood.SHOWDrama, ThrillerBELuc De Ruelle, Tom Vermeir, Peter Gorissen, Maaike Neuville"
Teenage Bounty Hunters,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.","Comedy, Crime, Drama","Anjelica Bette Fellini, Virginia Williams, Kadeem Hardison, Maddie Phillips",https://m.media-amazon.com/images/M/MV5BOTg3YjU0NGUtMTFhYi00OWMwLThmOGYtYTg5MDJhMTdmMWIwXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,7.6,"After joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterling and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage love and sex.SHOWComedy, Crime, DramaUSAnjelica Bette Fellini, Virginia Williams, Kadeem Hardison, Maddie Phillips"
Northern Rescue,"After the death of his wife, Sarah, John West, packs up his three children and moves from their hectic urban life to his small northern hometown to take command of the local search-and-rescue service. Once there, the family struggles with their new surroundings, new friends and accepting Sarah's death.","Drama, Family","William Baldwin, Amalia Williamson, Kathleen Robertson, Spencer Macpherson",https://m.media-amazon.com/images/M/MV5BYTliMDc1OTgtMmJmMS00NjQxLTlmOWQtODVjMzM5MWQzMDk2XkEyXkFqcGdeQXVyMjAxNDg0NzA@._V1_SX300.jpg,7.1,"After the death of his wife, Sarah, John West, packs up his three children and moves from their hectic urban life to his small northern hometown to take command of the local search-and-rescue service. Once there, the family struggles with their new surroundings, new friends and accepting Sarah's death.SHOWDrama, FamilyCAWilliam Baldwin, Amalia Williamson, Kathleen Robertson, Spencer Macpherson"
High Score,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.","Documentary, History",Charles Martinet,https://m.media-amazon.com/images/M/MV5BNDliZWQwNzYtZTI1NS00NDk2LTgyMDAtM2M2MWE1OGVjOTRkXkEyXkFqcGdeQXVyNDY0MDkxNDU@._V1_SX300.jpg,7.4,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.SHOWDocumentary, HistoryUSCharles Martinet"
Kipo and the Age of Wonderbeasts,A girl explores the possibilities in a post-apocalyptic world.,"Animation, Action, Adventure, Fantasy, Musical, Sci-Fi","Sydney Mikayla, Karen Fukuhara, Dee Bradley Baker, Deon Cole",https://m.media-amazon.com/images/M/MV5BOGRhMTgzYzItYWYwMC00YjJjLTk0NTQtYjY5MGI5M2VlMmU3XkEyXkFqcGdeQXVyMDk2OTYwNw@@._V1_SX300.jpg,8.3,"A girl explores the possibilities in a post-apocalyptic world.SHOWAnimation, Action, Adventure, Fantasy, Musical, Sci-FiUSSydney Mikayla, Karen Fukuhara, Dee Bradley Baker, Deon Cole"
The Confession Killer,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth -- and horrifying consequences.,"Documentary, Crime","Phil Ryan, Nan Cuba, Hugh Aynesworth, Bob Prince",https://m.media-amazon.com/images/M/MV5BMzM3NzQyYmItOTNjZS00MTVmLThhMWEtOGYxNDkzNTBiOTkyXkEyXkFqcGdeQXVyMzEzMDM1ODA@._V1_SX300.jpg,7.4,"Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth -- and horrifying consequences.SHOWDocumentary, CrimeUSPhil Ryan, Nan Cuba, Hugh Aynesworth, Bob Prince"
Traitors,1945 London. Feef is seduced by a rogue American spy into spying on her own country. Her task? To uncover a Russian agent in the heart of the British Government.,Thriller,"Keeley Hawes, Brandon P Bell, Luke Treadaway, Emma Appleton",https://m.media-amazon.com/images/M/MV5BMzYzY2NiY2ItNTEzYS00OTVlLWIzYmYtODczOWQyN2E5YzgzXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_SX300.jpg,6.6,"1945 London. Feef is seduced by a rogue American spy into spying on her own country. Her task? To uncover a Russian agent in the heart of the British Government.SHOWThrillerGBKeeley Hawes, Brandon P Bell, Luke Treadaway, Emma Appleton"
Valeria,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,"Drama, Romance","Alejandra Lazcano, Carolina Tejera, Bobby Larios, Jorge Reyes",https://m.media-amazon.com/images/M/MV5BNTZhMDA5ZjktZjRhNS00MGRhLTg0OTktYjhjN2Y5YzNkMmZhXkEyXkFqcGdeQXVyODExNDkzNDI@._V1_SX300.jpg,6.5,"A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.SHOWDrama, RomanceESAlejandra Lazcano, Carolina Tejera, Bobby Larios, Jorge Reyes"
Tidying Up with Marie Kondo,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter -- and choose joy.",Reality-TV,"Marie Iida, Marie Kondo, Charlotte Hervieux",https://m.media-amazon.com/images/M/MV5BMTgxMTg2MjA2OV5BMl5BanBnXkFtZTgwODc0MjQ5NjM@._V1_SX300.jpg,6.6,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter -- and choose joy.SHOWReality-TVUSMarie Iida, Marie Kondo, Charlotte Hervieux"
Tales of the City,"Mary Ann returns to present-day San Francisco and is reunited with her daughter and ex-husband, twenty years after leaving them behind to pursue her career.  Fleeing the midlife crisis that her picture-perfect Connecticut life created, Mary Ann is quickly drawn back into the orbit of Anna Madrigal, her chosen family and a new generation of queer young residents living at 28 Barbary Lane.",Drama,"Elliot Page, Paul Gross, Laura Linney, Murray Bartlett",https://m.media-amazon.com/images/M/MV5BNjVhMjBhMDYtYTVlZi00MWM3LTg1MDktYjc1NmZhOTNkOTA5XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,7.4,"Mary Ann returns to present-day San Francisco and is reunited with her daughter and ex-husband, twenty years after leaving them behind to pursue her career.  Fleeing the midlife crisis that her picture-perfect Connecticut life created, Mary Ann is quickly drawn back into the orbit of Anna Madrigal, her chosen family and a new generation of queer young residents living at 28 Barbary Lane.SHOWDramaUSElliot Page, Paul Gross, Laura Linney, Murray Bartlett"
Grand Army,"The drama series tells the story of five high school students as they struggle with sexual, racial and economic politics and fight to succeed and become somebody.",Drama,"Odessa A’zion, Amir Bageria, Maliq Johnson, Odley Jean",https://m.media-amazon.com/images/M/MV5BNDIyZDIwMjAtZmFiOS00OTljLTljNjgtOWZkMTQ2MmM5YTY2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,7.5,"The drama series tells the story of five high school students as they struggle with sexual, racial and economic politics and fight to succeed and become somebody.SHOWDramaUSOdessa A’zion, Amir Bageria, Maliq Johnson, Odley Jean"
The I-Land,"When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.","Adventure, Drama, Mystery, Sci-Fi","Natalie Martinez, Sibylla Deen, Ronald Peet, Kate Bosworth",https://m.media-amazon.com/images/M/MV5BZWM2MWUzZDQtZjljNC00ZmI5LTlhOWItMDdlMzA1MTcwZDM3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg,4.6,"When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.SHOWAdventure, Drama, Mystery, Sci-FiUSNatalie Martinez, Sibylla Deen, Ronald Peet, Kate Bosworth"
Killer Inside: The Mind of Aaron Hernandez,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.","Documentary, Crime","Dan Wetzel, Stephen Ziogas, Kevin Armstrong, Patrick Haggan",https://m.media-amazon.com/images/M/MV5BMjE2N2U0NjUtZTViYy00NWJmLWIwNzYtNTYxMWQ5ZTZjNjZiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,7.4,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.SHOWDocumentary, CrimeUSDan Wetzel, Stephen Ziogas, Kevin Armstrong, Patrick Haggan"
Skylines,"In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.","Crime, Drama, Music","Gia Bay, Peri Baumeister, Sahin Eryilmaz, Edin Hasanovic",https://m.media-amazon.com/images/M/MV5BZTJkYzkxN2MtMzIzOS00N2VmLTgzMTYtNzBjN2VmNjUzMTU3XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,7.5,"In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.SHOWCrime, Drama, MusicDEGia Bay, Peri Baumeister, Sahin Eryilmaz, Edin Hasanovic"
Song Exploder,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,"Documentary, Music",Hrishikesh Hirway,https://m.media-amazon.com/images/M/MV5BNGUyZjI3NTktZGU0YS00NzgwLTgwM2YtMjU5MDhiZWQ0MWNjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,7.4,"Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.SHOWDocumentary, MusicUSHrishikesh Hirway"
"The Mind, Explained","Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",Documentary,Emma Stone,https://m.media-amazon.com/images/M/MV5BNGE4YWIxNzEtNjI2NS00MmIxLWJmMDMtMDdjODM1YWRjYzcwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg,8.0,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.SHOWDocumentaryUSEmma Stone"
